username,userid,profile_location,created_at,text,retweet_count,source
달마중가자,804962628,,2012-09-05 16:48:56,"RT @happy_CSR_: 접종 완료 후 신체 변화를 확인해 보니, 흡연자들은 비흡연자들보다 항체 생성량이 42.8%나 적은 것으로 조사. 흡연은 백신의 효과를 떨어뜨릴 뿐만 아니라 코로나19에 감염될 위험도 높이는 것으로 나타나. ""똑같은 코로나…",81,Twitter for Android
마음챙김,233915215,Seoul Korea,2011-01-04 12:16:46,"RT @happy_CSR_: 접종 완료 후 신체 변화를 확인해 보니, 흡연자들은 비흡연자들보다 항체 생성량이 42.8%나 적은 것으로 조사. 흡연은 백신의 효과를 떨어뜨릴 뿐만 아니라 코로나19에 감염될 위험도 높이는 것으로 나타나. ""똑같은 코로나…",81,Twitter for Android
도도좋아🐱🐶1⃣1⃣4⃣,224577230,대한민국,2010-12-09 10:18:46,"RT @l_a4u: 얀센 잔여백신도 모바일예약 가능할 듯…＂네이버-카카오와 협의＂ (출처 : 연합뉴스 | 네이버 뉴스) https://t.co/tmOuiuNs9m 
정은경 코로나19 예방접종대응추진단장(질병관리청장)은 31일 정례 브리핑에서 얀센 잔…",75,Twitter for Android
김자반,259597918,,2011-03-02 06:01:34,RT @Ryubary: 점점 백신을 맞은 분들이 늘어나고 있습니다. 하지만 지금껏 생산된 코로나 백신은 대부분 선진국의 몫으로 돌아갔죠. WHO와 Gavi에서 백신의 민주적인 분배를 돕는 코백스 퍼실리티 프로그램을 공동으로 주관합니다. Gavi에 기…,288,Twitter for iPad
NARU,742223,"Jeju-do, Republic of Korea",2007-02-01 08:00:57,"RT @eechu: '판데믹'이라고 등신아.
판데믹이라는 시급한 상황이니 무리수를 둬야 하고 과잉하다 싶게 방역해야하고 비효율적이라도 최대한 속도를 내야 하는 거라고.
그나마 대한민국은 모범적 방역국가다 귓것아

송영길 ""코로나 5천만 방역 무리수.…",49,Twitter Web App
배은희,2455700538,,2014-04-20 23:57:04,RT @bobdylan318: 독도표기 삭제하지 않으면 올림픽 불참. 여기에 왜놈들은 우리가 절대 불참하지 못할것이란걸 알고있기에 저지랄임. 일본정계는 오래전부터 지지도가 하락할땐 한국을 자극하는게 기본태도였다. 꼭 불참해야 한다. 어떤 태극기부대같…,78,Twitter for Android
문,3004284289,,2015-01-31 03:43:41,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for Android
고은하늬,443872399,서울,2011-12-22 16:48:39,[ 해외반응 ] 코로나19로 만족 못하고 마스크로 사기치는 중국 https://t.co/jtSi0WYng1 출처 @YouTube,0,Twitter Web App
머그컵사재기연구소,1066936578444939264,,2018-11-26 06:07:57,"RT @GenesisPart3: 1.안드로이드 기준 play스토어에서 ""COOV"" 검색, 설치
(코로나19 전자예방접종증명서)
2. 앱 실행 후 본인 인증 (휴대폰 본인인증 등)
3. 화면 하단 ""코로나19예방접종증명서 발급받기""

상세메뉴얼
htt…",92,Twitter for Android
yuri kim,1168070363705569280,United States,2019-09-01 07:57:59,"RT @kimvecca: 오늘 에피소드 올라온거 보는데 한창 코로나때문에 콘서트 취소되고 ㅠ 온콘으로 방향돌리면서 준비하던때인데 다들 기운이 없어보이는게 넘 맘이 아프고요ㅠㅜ 하루빨리 오프에서 만날수있기를 바랍니다 ㅠ ㅠ 엉엉
@BTS_twt htt…",34,Twitter for iPhone
김근육(계정2회차),1068001927043047425,,2018-11-29 04:41:16,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
⟭⟬ 휘비 ⟬⟭,2446358352,,2014-04-16 01:51:43,"@btsbtslove7 전북대 의대 학식은 맛있기로 소문이🤭
동네 주민 어르신들이 애용하시다가
코로나 이후로 애석해 하신답니다.",0,Twitter for Android
puppen,257535676,,2011-02-25 16:49:00,"RT @bradymary_su: 완전 동의.. 한국에서 요따위로 처벌받을거 걍 죽는게 최고임.
김ㄱ덕 코로나로 뒤져서 속이 싸악 내려가는 느낌이었음",68,Twitter for iPhone
찌미니,300596595,,2011-05-18 01:24:20,"RT @_golden_gate_: 이때가 코로나로 콘서트 취소되고난 직후라서 목소리나 표정이나 서운함이 흘러넘치는 지민이,,,ㅠ 그래도 늘 팬들에 대한 따뜻한 메세지 잊지않는 이 사랑둥이야 ㅠㅠ https://t.co/wfKZ80qgTJ",414,Twitter for Android
비비빅,1212222872732626944,,2020-01-01 04:03:57,"RT @_golden_gate_: 이때가 코로나로 콘서트 취소되고난 직후라서 목소리나 표정이나 서운함이 흘러넘치는 지민이,,,ㅠ 그래도 늘 팬들에 대한 따뜻한 메세지 잊지않는 이 사랑둥이야 ㅠㅠ https://t.co/wfKZ80qgTJ",414,Twitter for iPhone
Heidi,1343252954921353216,,2020-12-27 17:50:51,"RT @New_paradigm: MBC 100분 토론, 국힘당 당대표 후보들 토론, 꼬마 병정들 보는 느낌이다. 문재인 정부의 오만과 독선에 얼마나 힘들었냐며 정권교체가 필수란다. 나는 좋기만 하구만. 코로나 방역 잘했다는 부분에 대해서 5명 어느…",58,Twitter for Android
콩쥐,2530404217,대한민국 서귀포시,2014-05-28 16:34:49,"@natish0 그래서 메이업샵 가서 오픈하고 메이크업 받으며 궁금한것들 막 물어볼까했는데.... 동네가 작아서, 코로나 무서워서 실행을 못하고 있음요 ㅋ",0,Twitter for iPhone
김공기,1336291545356496901,패치왼 지뢰,2020-12-08 12:48:37,"RT @healing_storage: 코로나 때문에 비대면 설교를 진행하는 중인데
고양이가 난입해서 신부님 우유를 마심 https://t.co/7RoFtVxO6H",15150,Twitter Web App
언제 어디서나,392051956,,2011-10-16 13:53:04,RT @km_mdiy: 4월 서비스 생산·소비 역대최고.. 코로나 충격 벗어나나 | 다음뉴스 https://t.co/IxmSsGdH8J,10,Twitter for iPhone
사법적폐탄핵 - 울산노동자,500555883,울산 ,2012-02-23 07:37:18,"RT @leekanghe: 이재명 잔머리는 인정이다
다른 지자체장들 코로나 백신 다 맞을 때 안맞은 이유가 껄끄러운 일 생기면 지가격리하려 한거네
사패샛기!",41,Twitter for Android
도로시의 기묘한 모험,742722959643578368,,2016-06-14 14:18:47,"RT @PrimeMinisterKR: ""미국이 제공하는 얀센 백신 100만명분이 금주 중 우리나라에 도착합니다. 당초 한미정상회담에서 약속한 55만명분 보다 약 두 배에 달하는 물량입니다. 

우리 군용기가 직접 미국에서 공수해 와서, 군 관련자와…",30,Twitter for Android
서동건,1348678792630267905,,2021-01-11 17:11:11,"충북노래방
충남출장마사지
충남출장샵
충북출장
충남조건만남
충북애인대행
충북훈녀
충북휴게소
충남콜걸샵
충북여행
충북오피
충북횟집
충북섹파
충북맛집
충북코로나
충남페이만남충남출장안마
충북모텔
toqurck342 https://t.co/y5GjCnDbIE",0,Twitter for Android
ssong,144743488,"Seoul, South Korea",2010-05-17 05:27:40,RT @estima7: 특급호텔 '코로나 잔혹사'…디큐브시티 쉐라톤도 팔렸다 https://t.co/WkHQxz443L 신도림의 쉐라톤디큐브시티호텔이 오피스빌딩으로 바뀐다고. 반포의 쉐라톤팔레스호텔도 주거용 시설로 바뀔 예정. https://t.co…,2141,Twitter for iPhone
이민형,902981263,,2012-10-25 01:29:37,"RT @yarlyshirley: 코로나 집단감염이 있었는데도 회식하고, 강제참여시키고, 성추행에 은폐 따돌림으로 사람 죽인 공군 20 전투 비행단. 가해자 얼굴 신상 공개하고 책임자들 전부 직위해제 시켜라 https://t.co/yv52UWAezS",1005,Twitter for iPhone
